Feedback_ID,Employee_ID,City,Department,Date,Engagement_Score,eNPS_Bucket,Free_Text
7277,5333,Fort Lauderdale,Sales,2014-11-02,8,Passive,"Some minor issues with systems, but we handled them."
7278,1026,San Francisco,Sales,2016-07-19,9,Promoter,Sales were strong this week and operations ran smoothly.
7279,1934,San Francisco,Customer Service,2016-07-19,5,Detractor,We had frequent stockouts and customers were unhappy.
7280,8939,Yuma,Sales,2016-05-14,4,Detractor,We had frequent stockouts and customers were unhappy.
7281,2818,Columbia,HR,2015-02-21,5,Detractor,Too much workload and not enough staff during peak hours.
7282,4778,Yuma,Customer Service,2017-10-16,7,Passive,Workload is manageable but processes could be faster.
7283,3303,Chicago,Warehouse,2017-06-22,7,Passive,"Overall okay week, nothing special to report."
7284,1836,Cleveland,HR,2017-09-09,2,Detractor,Too much workload and not enough staff during peak hours.
7285,3506,Cleveland,Customer Service,2017-09-09,6,Detractor,Too much workload and not enough staff during peak hours.
7286,5207,San Francisco,Warehouse,2017-10-14,3,Detractor,Delivery delays caused frustration for both team and customers.
7287,4389,Oklahoma City,Operations,2016-06-20,8,Passive,"Overall okay week, nothing special to report."
7288,3435,Oklahoma City,HR,2016-06-20,2,Detractor,Too much workload and not enough staff during peak hours.
7289,8809,Houston,Customer Service,2014-09-02,8,Passive,"Some minor issues with systems, but we handled them."
7290,4778,San Francisco,Customer Service,2016-01-30,8,Passive,Workload is manageable but processes could be faster.
7291,4863,San Francisco,Customer Service,2016-01-30,3,Detractor,We had frequent stockouts and customers were unhappy.
7292,1147,San Francisco,Customer Service,2016-01-30,6,Detractor,We had frequent stockouts and customers were unhappy.
7293,5604,Nashville,Operations,2017-12-04,4,Detractor,Delivery delays caused frustration for both team and customers.
7294,9609,Los Angeles,Sales,2016-01-23,8,Passive,"Some minor issues with systems, but we handled them."
7295,8476,Bellevue,Warehouse,2015-05-26,9,Promoter,Sales were strong this week and operations ran smoothly.
7296,3244,Houston,Warehouse,2014-05-04,3,Detractor,Delivery delays caused frustration for both team and customers.
7297,4674,Houston,Sales,2014-05-04,9,Promoter,Sales were strong this week and operations ran smoothly.
7298,2498,Philadelphia,Operations,2015-02-10,10,Promoter,Sales were strong this week and operations ran smoothly.
7299,5576,Des Plaines,Customer Service,2014-11-18,4,Detractor,Too much workload and not enough staff during peak hours.
7300,3439,Des Plaines,Sales,2014-11-18,7,Passive,"Some minor issues with systems, but we handled them."
7301,9289,Des Plaines,HR,2014-11-18,8,Passive,"Some minor issues with systems, but we handled them."
7302,4760,Des Plaines,Sales,2014-11-18,5,Detractor,We had frequent stockouts and customers were unhappy.
7303,3879,Des Plaines,Warehouse,2014-11-18,3,Detractor,Delivery delays caused frustration for both team and customers.
7304,7522,Boynton Beach,Operations,2017-09-04,10,Promoter,Teamwork was great and customers seemed satisfied.
7305,3846,Boynton Beach,Sales,2017-09-04,10,Promoter,Teamwork was great and customers seemed satisfied.
7306,3611,Plano,Sales,2014-03-29,2,Detractor,Delivery delays caused frustration for both team and customers.
7307,4427,San Jose,Sales,2016-11-05,2,Detractor,Too much workload and not enough staff during peak hours.
7308,4322,San Jose,Customer Service,2016-11-05,9,Promoter,Sales were strong this week and operations ran smoothly.
7309,2149,San Jose,HR,2016-11-05,2,Detractor,We had frequent stockouts and customers were unhappy.
7310,8151,New York City,HR,2017-06-10,10,Promoter,Sales were strong this week and operations ran smoothly.
7311,3852,Detroit,Operations,2015-08-10,6,Detractor,Too much workload and not enough staff during peak hours.
7312,7585,Miami,Warehouse,2015-10-09,7,Passive,"Some minor issues with systems, but we handled them."
7313,7781,Miami,Sales,2015-10-09,7,Passive,"Some minor issues with systems, but we handled them."
7314,5896,Miami,Operations,2015-10-09,7,Passive,Workload is manageable but processes could be faster.
7315,7083,Park Ridge,Operations,2016-05-28,6,Detractor,Delivery delays caused frustration for both team and customers.
7316,8785,New York City,Sales,2017-05-11,1,Detractor,Delivery delays caused frustration for both team and customers.
7317,6665,New York City,Operations,2016-10-16,4,Detractor,Delivery delays caused frustration for both team and customers.
7318,7214,Hillsboro,Warehouse,2017-11-17,6,Detractor,Delivery delays caused frustration for both team and customers.
7319,2857,Hillsboro,Sales,2017-11-17,1,Detractor,Delivery delays caused frustration for both team and customers.
7320,6654,New York City,Sales,2017-11-26,10,Promoter,Good communication from management and clear goals.
7321,5424,New York City,Operations,2017-11-26,9,Promoter,Teamwork was great and customers seemed satisfied.
7322,8255,Chicago,Customer Service,2017-09-03,5,Detractor,Delivery delays caused frustration for both team and customers.
7323,3855,Chicago,HR,2017-09-03,5,Detractor,Too much workload and not enough staff during peak hours.
7324,1803,New York City,Sales,2017-12-05,1,Detractor,We had frequent stockouts and customers were unhappy.
7325,7120,New York City,Operations,2017-12-05,10,Promoter,Sales were strong this week and operations ran smoothly.
7326,4688,Pasco,Warehouse,2017-11-10,10,Promoter,Good communication from management and clear goals.
7327,7648,Pasco,Operations,2017-11-10,3,Detractor,We had frequent stockouts and customers were unhappy.
7328,8786,Burbank,Customer Service,2014-03-18,8,Passive,"Some minor issues with systems, but we handled them."
7329,1324,Burbank,Sales,2014-03-18,7,Passive,"Overall okay week, nothing special to report."
7330,5534,Burbank,Customer Service,2014-03-18,2,Detractor,Delivery delays caused frustration for both team and customers.
7331,4368,Chicago,Warehouse,2016-11-12,6,Detractor,Delivery delays caused frustration for both team and customers.
7332,1821,Lancaster,Operations,2017-10-26,7,Passive,Workload is manageable but processes could be faster.
7333,3452,Lancaster,Sales,2017-10-26,1,Detractor,We had frequent stockouts and customers were unhappy.
7334,4694,Tampa,Operations,2015-04-11,6,Detractor,We had frequent stockouts and customers were unhappy.
7335,8375,Tampa,Customer Service,2015-04-11,2,Detractor,Delivery delays caused frustration for both team and customers.
7336,5784,New York City,Customer Service,2015-12-25,7,Passive,Workload is manageable but processes could be faster.
7337,3014,New York City,Customer Service,2015-12-25,9,Promoter,Teamwork was great and customers seemed satisfied.
7338,4164,Los Angeles,Warehouse,2017-09-21,4,Detractor,Too much workload and not enough staff during peak hours.
7339,7400,New York City,Operations,2014-12-20,3,Detractor,We had frequent stockouts and customers were unhappy.
7340,4471,New York City,HR,2015-07-18,10,Promoter,Good communication from management and clear goals.
7341,7040,Atlanta,Customer Service,2014-07-26,8,Passive,Workload is manageable but processes could be faster.
7342,3418,Atlanta,HR,2014-07-26,10,Promoter,Good communication from management and clear goals.
7343,4761,Atlanta,Sales,2014-07-26,7,Passive,Workload is manageable but processes could be faster.
7344,2577,New York City,Customer Service,2014-12-26,8,Passive,"Overall okay week, nothing special to report."
7345,9789,Jacksonville,Customer Service,2017-12-11,7,Passive,"Overall okay week, nothing special to report."
7346,9796,Jacksonville,Warehouse,2017-12-11,5,Detractor,Delivery delays caused frustration for both team and customers.
7347,6615,Jacksonville,Customer Service,2017-12-11,10,Promoter,Teamwork was great and customers seemed satisfied.
7348,8207,Jacksonville,Sales,2017-12-11,2,Detractor,We had frequent stockouts and customers were unhappy.
7349,2732,Houston,Customer Service,2014-03-03,5,Detractor,We had frequent stockouts and customers were unhappy.
7350,2255,Milwaukee,Warehouse,2017-10-21,10,Promoter,Sales were strong this week and operations ran smoothly.
7351,4624,Milwaukee,Customer Service,2017-10-21,6,Detractor,Delivery delays caused frustration for both team and customers.
7352,7498,Modesto,HR,2017-11-10,3,Detractor,Delivery delays caused frustration for both team and customers.
7353,3113,Lakewood,Operations,2017-03-16,6,Detractor,Delivery delays caused frustration for both team and customers.
7354,9593,Philadelphia,Warehouse,2016-09-22,3,Detractor,Too much workload and not enough staff during peak hours.
7355,2399,San Francisco,HR,2017-02-06,7,Passive,"Overall okay week, nothing special to report."
7356,3488,Detroit,Sales,2015-12-31,5,Detractor,Delivery delays caused frustration for both team and customers.
7357,8519,Phoenix,Warehouse,2016-10-09,4,Detractor,We had frequent stockouts and customers were unhappy.
7358,2631,Phoenix,Operations,2016-10-09,1,Detractor,Too much workload and not enough staff during peak hours.
7359,4041,Philadelphia,HR,2014-12-30,6,Detractor,Too much workload and not enough staff during peak hours.
7360,7021,Philadelphia,Warehouse,2014-12-30,4,Detractor,Too much workload and not enough staff during peak hours.
7361,5624,Los Angeles,Sales,2016-04-12,3,Detractor,Delivery delays caused frustration for both team and customers.
7362,4111,Los Angeles,Warehouse,2016-04-12,3,Detractor,Too much workload and not enough staff during peak hours.
7363,4308,Los Angeles,Warehouse,2016-04-12,4,Detractor,Delivery delays caused frustration for both team and customers.
7364,6315,Philadelphia,Customer Service,2016-11-28,10,Promoter,Good communication from management and clear goals.
7365,9628,Philadelphia,Operations,2016-11-28,5,Detractor,Delivery delays caused frustration for both team and customers.
7366,1091,Philadelphia,Warehouse,2016-11-28,7,Passive,"Some minor issues with systems, but we handled them."
7367,8026,Philadelphia,Sales,2016-11-28,7,Passive,Workload is manageable but processes could be faster.
7368,4772,Philadelphia,HR,2016-11-28,10,Promoter,Good communication from management and clear goals.
7369,3190,Miami,Operations,2017-04-15,8,Passive,"Some minor issues with systems, but we handled them."
7370,7421,Raleigh,Customer Service,2015-03-09,9,Promoter,Good communication from management and clear goals.
7371,5673,Garden City,Customer Service,2014-10-28,2,Detractor,We had frequent stockouts and customers were unhappy.
7372,1721,Long Beach,HR,2017-01-07,8,Passive,"Some minor issues with systems, but we handled them."
7373,3155,Long Beach,Customer Service,2017-01-07,4,Detractor,Too much workload and not enough staff during peak hours.
7374,7560,Long Beach,Sales,2017-01-07,8,Passive,"Some minor issues with systems, but we handled them."
7375,7988,Long Beach,Customer Service,2017-01-07,1,Detractor,Too much workload and not enough staff during peak hours.
7376,8621,San Diego,Customer Service,2017-08-13,8,Passive,"Some minor issues with systems, but we handled them."
7377,1237,Bloomington,Operations,2017-11-02,6,Detractor,We had frequent stockouts and customers were unhappy.
7378,7159,Seattle,Operations,2014-09-19,1,Detractor,We had frequent stockouts and customers were unhappy.
7379,8758,Fayetteville,Operations,2015-05-31,1,Detractor,We had frequent stockouts and customers were unhappy.
7380,5786,Omaha,Customer Service,2016-09-13,8,Passive,"Some minor issues with systems, but we handled them."
7381,2520,Omaha,Customer Service,2016-09-13,6,Detractor,We had frequent stockouts and customers were unhappy.
7382,8005,Omaha,Customer Service,2016-09-13,5,Detractor,Too much workload and not enough staff during peak hours.
7383,9121,Omaha,Warehouse,2016-09-13,1,Detractor,We had frequent stockouts and customers were unhappy.
7384,5002,Omaha,Customer Service,2016-09-13,4,Detractor,Too much workload and not enough staff during peak hours.
7385,2267,Omaha,Operations,2016-09-13,6,Detractor,Delivery delays caused frustration for both team and customers.
7386,5505,Omaha,Customer Service,2016-09-13,6,Detractor,Delivery delays caused frustration for both team and customers.
7387,3495,Omaha,Warehouse,2016-09-13,8,Passive,Workload is manageable but processes could be faster.
7388,1033,Omaha,HR,2016-09-13,3,Detractor,Delivery delays caused frustration for both team and customers.
7389,2286,Omaha,HR,2016-09-13,1,Detractor,Too much workload and not enough staff during peak hours.
7390,3913,Chattanooga,Customer Service,2017-11-29,3,Detractor,We had frequent stockouts and customers were unhappy.
7391,7422,Chattanooga,Warehouse,2017-11-29,1,Detractor,Too much workload and not enough staff during peak hours.
7392,6555,Fairfield,HR,2017-12-04,3,Detractor,Delivery delays caused frustration for both team and customers.
7393,4349,Los Angeles,Operations,2017-05-02,8,Passive,"Overall okay week, nothing special to report."
7394,3788,Los Angeles,Warehouse,2017-05-02,9,Promoter,Sales were strong this week and operations ran smoothly.
7395,3442,Los Angeles,HR,2017-05-02,2,Detractor,We had frequent stockouts and customers were unhappy.
7396,4583,New York City,Warehouse,2016-12-25,7,Passive,"Some minor issues with systems, but we handled them."
7397,3876,New York City,HR,2016-12-25,5,Detractor,We had frequent stockouts and customers were unhappy.
7398,9594,Fairfield,Operations,2014-09-30,3,Detractor,We had frequent stockouts and customers were unhappy.
7399,8744,Chicago,Sales,2014-07-12,9,Promoter,Sales were strong this week and operations ran smoothly.
7400,5163,Chicago,Operations,2014-07-12,1,Detractor,Delivery delays caused frustration for both team and customers.
7401,2245,Seattle,Warehouse,2016-09-08,3,Detractor,Too much workload and not enough staff during peak hours.
7402,5158,Seattle,Operations,2016-09-08,1,Detractor,Delivery delays caused frustration for both team and customers.
7403,6606,New York City,Operations,2017-08-06,4,Detractor,We had frequent stockouts and customers were unhappy.
7404,2381,Camarillo,Customer Service,2015-05-14,7,Passive,"Overall okay week, nothing special to report."
7405,8652,Camarillo,Warehouse,2015-05-14,8,Passive,"Overall okay week, nothing special to report."
7406,1222,Camarillo,Operations,2015-05-14,4,Detractor,Too much workload and not enough staff during peak hours.
7407,8539,Camarillo,Warehouse,2015-05-14,3,Detractor,We had frequent stockouts and customers were unhappy.
7408,8395,Chicago,Sales,2017-01-20,9,Promoter,Teamwork was great and customers seemed satisfied.
7409,1459,Los Angeles,Operations,2016-05-30,3,Detractor,Delivery delays caused frustration for both team and customers.
7410,5424,Toledo,Sales,2014-04-08,9,Promoter,Sales were strong this week and operations ran smoothly.
7411,5292,New York City,Sales,2014-07-23,7,Passive,Workload is manageable but processes could be faster.
7412,1126,Tigard,Warehouse,2017-05-30,8,Passive,"Overall okay week, nothing special to report."
7413,2040,Tigard,Warehouse,2017-05-30,8,Passive,"Overall okay week, nothing special to report."
7414,9274,Tigard,Customer Service,2017-05-30,3,Detractor,Delivery delays caused frustration for both team and customers.
7415,8236,Philadelphia,Customer Service,2016-03-13,10,Promoter,Teamwork was great and customers seemed satisfied.
7416,2639,Philadelphia,HR,2016-03-13,7,Passive,Workload is manageable but processes could be faster.
7417,6216,Philadelphia,Customer Service,2016-03-13,2,Detractor,Too much workload and not enough staff during peak hours.
7418,8722,Philadelphia,Warehouse,2016-03-13,5,Detractor,Delivery delays caused frustration for both team and customers.
7419,6510,Philadelphia,HR,2016-03-13,6,Detractor,Too much workload and not enough staff during peak hours.
7420,9857,Philadelphia,Warehouse,2016-03-13,2,Detractor,Too much workload and not enough staff during peak hours.
7421,7891,Philadelphia,Operations,2016-03-13,6,Detractor,Too much workload and not enough staff during peak hours.
7422,2196,Philadelphia,Warehouse,2016-03-13,10,Promoter,Good communication from management and clear goals.
7423,2495,Philadelphia,HR,2016-03-13,9,Promoter,Good communication from management and clear goals.
7424,1324,Philadelphia,HR,2017-04-10,10,Promoter,Teamwork was great and customers seemed satisfied.
7425,3133,Philadelphia,Operations,2017-04-10,5,Detractor,Delivery delays caused frustration for both team and customers.
7426,9502,Houston,Customer Service,2016-06-25,3,Detractor,Delivery delays caused frustration for both team and customers.
7427,3394,Houston,Warehouse,2016-06-25,2,Detractor,Too much workload and not enough staff during peak hours.
7428,5603,Jackson,Sales,2014-03-17,8,Passive,"Overall okay week, nothing special to report."
7429,3208,Jackson,Sales,2014-03-17,2,Detractor,Too much workload and not enough staff during peak hours.
7430,1961,Jackson,Sales,2014-03-17,5,Detractor,We had frequent stockouts and customers were unhappy.
7431,1743,Jackson,Operations,2014-03-17,6,Detractor,Delivery delays caused frustration for both team and customers.
7432,2066,Jackson,Customer Service,2014-03-17,7,Passive,"Overall okay week, nothing special to report."
7433,6711,Phoenix,Customer Service,2014-08-09,2,Detractor,Too much workload and not enough staff during peak hours.
7434,5887,Phoenix,Customer Service,2014-08-09,8,Passive,Workload is manageable but processes could be faster.
7435,2526,Oxnard,HR,2015-07-26,7,Passive,"Some minor issues with systems, but we handled them."
7436,4625,Oxnard,Warehouse,2015-07-26,4,Detractor,Delivery delays caused frustration for both team and customers.
7437,1866,Oxnard,Customer Service,2015-07-26,5,Detractor,Too much workload and not enough staff during peak hours.
7438,3143,Seattle,Warehouse,2014-02-15,2,Detractor,Delivery delays caused frustration for both team and customers.
7439,3920,Covington,Sales,2015-03-24,1,Detractor,Delivery delays caused frustration for both team and customers.
7440,7578,Los Angeles,Sales,2017-09-02,4,Detractor,We had frequent stockouts and customers were unhappy.
7441,6164,Los Angeles,Customer Service,2017-09-02,4,Detractor,We had frequent stockouts and customers were unhappy.
7442,9509,San Diego,Customer Service,2015-11-16,10,Promoter,Good communication from management and clear goals.
7443,2396,Brownsville,Warehouse,2014-12-09,1,Detractor,Too much workload and not enough staff during peak hours.
7444,2169,Brownsville,Customer Service,2014-12-09,1,Detractor,Delivery delays caused frustration for both team and customers.
7445,8603,Chicago,Warehouse,2017-02-03,9,Promoter,Good communication from management and clear goals.
7446,6442,Chicago,Operations,2017-02-03,2,Detractor,We had frequent stockouts and customers were unhappy.
7447,7600,Chicago,Operations,2017-02-03,4,Detractor,Too much workload and not enough staff during peak hours.
7448,2690,Chicago,Sales,2017-02-03,9,Promoter,Teamwork was great and customers seemed satisfied.
7449,9792,Knoxville,Customer Service,2017-11-11,3,Detractor,Delivery delays caused frustration for both team and customers.
7450,3704,Houston,Sales,2017-09-17,6,Detractor,Delivery delays caused frustration for both team and customers.
7451,3894,Houston,Operations,2017-09-17,2,Detractor,Delivery delays caused frustration for both team and customers.
7452,1665,Houston,HR,2017-09-17,1,Detractor,Too much workload and not enough staff during peak hours.
7453,8341,Houston,Customer Service,2017-09-17,8,Passive,"Some minor issues with systems, but we handled them."
7454,1840,Bolingbrook,HR,2017-06-25,7,Passive,"Overall okay week, nothing special to report."
7455,6468,Chicago,Sales,2016-07-30,4,Detractor,We had frequent stockouts and customers were unhappy.
7456,2879,Chicago,HR,2016-07-30,7,Passive,"Some minor issues with systems, but we handled them."
7457,8201,Waynesboro,Warehouse,2015-04-16,10,Promoter,Teamwork was great and customers seemed satisfied.
7458,6085,Waynesboro,HR,2015-04-16,4,Detractor,Delivery delays caused frustration for both team and customers.
7459,6518,Waynesboro,Customer Service,2015-04-16,10,Promoter,Sales were strong this week and operations ran smoothly.
7460,5074,Waynesboro,Sales,2015-04-16,8,Passive,Workload is manageable but processes could be faster.
7461,6455,Los Angeles,Customer Service,2015-04-11,6,Detractor,Too much workload and not enough staff during peak hours.
7462,8175,Los Angeles,Warehouse,2015-04-11,3,Detractor,Too much workload and not enough staff during peak hours.
7463,9691,Seattle,HR,2015-02-27,10,Promoter,Teamwork was great and customers seemed satisfied.
7464,2232,Visalia,Sales,2016-09-08,9,Promoter,Teamwork was great and customers seemed satisfied.
7465,6687,Visalia,Sales,2016-09-08,2,Detractor,Delivery delays caused frustration for both team and customers.
7466,4506,Visalia,Customer Service,2016-09-08,6,Detractor,Delivery delays caused frustration for both team and customers.
7467,2286,Los Angeles,Warehouse,2016-05-19,4,Detractor,Too much workload and not enough staff during peak hours.
7468,7867,Los Angeles,Sales,2017-11-11,3,Detractor,We had frequent stockouts and customers were unhappy.
7469,4158,New York City,Customer Service,2014-09-15,3,Detractor,We had frequent stockouts and customers were unhappy.
7470,2602,New York City,Operations,2014-09-15,7,Passive,Workload is manageable but processes could be faster.
7471,1111,Philadelphia,Sales,2015-09-15,10,Promoter,Teamwork was great and customers seemed satisfied.
7472,5611,Philadelphia,HR,2015-09-15,3,Detractor,Too much workload and not enough staff during peak hours.
7473,2287,Lehi,HR,2016-07-01,2,Detractor,We had frequent stockouts and customers were unhappy.
7474,4189,Chicago,HR,2016-04-10,9,Promoter,Good communication from management and clear goals.
7475,3444,Henderson,HR,2014-01-06,8,Passive,Workload is manageable but processes could be faster.
7476,6370,Henderson,Customer Service,2014-01-06,8,Passive,Workload is manageable but processes could be faster.
7477,9077,Henderson,HR,2014-01-06,4,Detractor,Delivery delays caused frustration for both team and customers.
7478,3660,Henderson,Warehouse,2014-01-06,8,Passive,"Overall okay week, nothing special to report."
7479,8828,Henderson,HR,2014-01-06,2,Detractor,Too much workload and not enough staff during peak hours.
7480,7852,Henderson,Customer Service,2014-01-06,2,Detractor,Delivery delays caused frustration for both team and customers.
7481,8559,Henderson,Customer Service,2014-01-06,10,Promoter,Teamwork was great and customers seemed satisfied.
7482,6605,Huntington Beach,Customer Service,2016-09-01,2,Detractor,We had frequent stockouts and customers were unhappy.
7483,7677,New York City,Sales,2014-09-23,1,Detractor,We had frequent stockouts and customers were unhappy.
7484,1826,Philadelphia,Sales,2014-12-15,1,Detractor,Delivery delays caused frustration for both team and customers.
7485,5452,Fargo,Operations,2017-12-28,6,Detractor,Delivery delays caused frustration for both team and customers.
7486,7442,Fargo,Customer Service,2017-12-28,8,Passive,"Some minor issues with systems, but we handled them."
7487,2513,Dover,Warehouse,2015-12-19,1,Detractor,Delivery delays caused frustration for both team and customers.
7488,3201,Dover,Customer Service,2015-12-19,3,Detractor,We had frequent stockouts and customers were unhappy.
7489,8967,Dover,Warehouse,2015-12-19,5,Detractor,Too much workload and not enough staff during peak hours.
7490,7012,San Diego,Warehouse,2017-11-05,6,Detractor,Too much workload and not enough staff during peak hours.
7491,5312,Los Angeles,HR,2015-09-10,2,Detractor,Delivery delays caused frustration for both team and customers.
7492,1204,Utica,Customer Service,2017-11-16,9,Promoter,Good communication from management and clear goals.
7493,9431,Houston,Warehouse,2017-09-11,7,Passive,"Some minor issues with systems, but we handled them."
7494,4950,Houston,Warehouse,2017-09-11,10,Promoter,Sales were strong this week and operations ran smoothly.
7495,2856,Houston,Warehouse,2017-09-11,10,Promoter,Good communication from management and clear goals.
7496,4782,Westminster,Sales,2017-07-14,1,Detractor,We had frequent stockouts and customers were unhappy.
7497,6048,Westminster,Sales,2017-07-14,7,Passive,Workload is manageable but processes could be faster.
7498,7208,Westminster,Sales,2017-07-14,3,Detractor,Too much workload and not enough staff during peak hours.
7499,8116,Westminster,Warehouse,2017-07-14,9,Promoter,Teamwork was great and customers seemed satisfied.
7500,4509,Westminster,Customer Service,2017-07-14,7,Passive,"Some minor issues with systems, but we handled them."
7501,7041,Westminster,Operations,2017-07-14,2,Detractor,We had frequent stockouts and customers were unhappy.
7502,4554,Westminster,Sales,2017-07-14,8,Passive,"Overall okay week, nothing special to report."
7503,1617,Los Angeles,Operations,2017-03-30,8,Passive,"Overall okay week, nothing special to report."
7504,8335,Los Angeles,Sales,2017-03-30,1,Detractor,Delivery delays caused frustration for both team and customers.
7505,7701,Atlantic City,HR,2016-01-31,5,Detractor,Delivery delays caused frustration for both team and customers.
7506,7266,Skokie,Customer Service,2017-06-08,2,Detractor,We had frequent stockouts and customers were unhappy.
7507,4951,San Francisco,Warehouse,2014-11-02,3,Detractor,We had frequent stockouts and customers were unhappy.
7508,1170,San Francisco,Warehouse,2014-11-02,8,Passive,Workload is manageable but processes could be faster.
7509,8372,Columbus,Warehouse,2017-07-14,7,Passive,"Some minor issues with systems, but we handled them."
7510,5813,Columbus,Warehouse,2017-07-14,1,Detractor,Too much workload and not enough staff during peak hours.
7511,7498,Columbus,Customer Service,2017-07-14,9,Promoter,Good communication from management and clear goals.
7512,9558,Columbus,Warehouse,2017-07-14,8,Passive,Workload is manageable but processes could be faster.
7513,3167,Columbus,Customer Service,2017-07-14,5,Detractor,Delivery delays caused frustration for both team and customers.
7514,9841,Columbus,Customer Service,2017-07-14,7,Passive,Workload is manageable but processes could be faster.
7515,2820,Richmond,Sales,2017-12-09,3,Detractor,We had frequent stockouts and customers were unhappy.
7516,5741,Richmond,Warehouse,2017-12-09,3,Detractor,Delivery delays caused frustration for both team and customers.
7517,5973,Richmond,Operations,2017-12-09,3,Detractor,We had frequent stockouts and customers were unhappy.
7518,8560,Richmond,Operations,2017-12-09,10,Promoter,Sales were strong this week and operations ran smoothly.
7519,3892,Richmond,Operations,2017-12-09,8,Passive,"Some minor issues with systems, but we handled them."
7520,5075,Richmond,Operations,2017-12-09,5,Detractor,Too much workload and not enough staff during peak hours.
7521,8983,Richmond,Customer Service,2017-12-09,9,Promoter,Teamwork was great and customers seemed satisfied.
7522,8211,Lancaster,Customer Service,2016-09-05,1,Detractor,We had frequent stockouts and customers were unhappy.
7523,7706,Lancaster,Customer Service,2016-09-05,7,Passive,"Overall okay week, nothing special to report."
7524,3882,Lancaster,Warehouse,2016-09-05,2,Detractor,We had frequent stockouts and customers were unhappy.
7525,9405,Gresham,Customer Service,2014-09-10,10,Promoter,Sales were strong this week and operations ran smoothly.
7526,2208,Gresham,HR,2014-09-10,8,Passive,Workload is manageable but processes could be faster.
7527,4814,San Francisco,Warehouse,2017-09-26,1,Detractor,We had frequent stockouts and customers were unhappy.
7528,1769,San Francisco,Sales,2017-09-26,4,Detractor,We had frequent stockouts and customers were unhappy.
7529,9307,San Francisco,Sales,2017-09-26,9,Promoter,Good communication from management and clear goals.
7530,2761,San Francisco,Warehouse,2017-09-26,10,Promoter,Sales were strong this week and operations ran smoothly.
7531,1362,San Francisco,Sales,2017-09-26,9,Promoter,Sales were strong this week and operations ran smoothly.
7532,1016,Longmont,Sales,2016-06-17,10,Promoter,Teamwork was great and customers seemed satisfied.
7533,1070,Longmont,Sales,2016-06-17,10,Promoter,Good communication from management and clear goals.
7534,2964,Greenville,Warehouse,2017-02-25,9,Promoter,Sales were strong this week and operations ran smoothly.
7535,2177,Greenville,Sales,2017-02-25,9,Promoter,Good communication from management and clear goals.
7536,5673,Los Angeles,HR,2017-03-31,7,Passive,Workload is manageable but processes could be faster.
7537,4940,Houston,Operations,2017-12-03,9,Promoter,Sales were strong this week and operations ran smoothly.
7538,9284,San Francisco,Sales,2016-02-19,4,Detractor,Too much workload and not enough staff during peak hours.
7539,6051,Denver,Customer Service,2017-12-02,1,Detractor,Delivery delays caused frustration for both team and customers.
7540,3202,Denver,Customer Service,2017-12-02,5,Detractor,We had frequent stockouts and customers were unhappy.
7541,5568,Denver,HR,2017-12-02,5,Detractor,Delivery delays caused frustration for both team and customers.
7542,4587,Denver,Operations,2017-12-02,7,Passive,"Overall okay week, nothing special to report."
7543,6058,Denver,Operations,2017-12-02,2,Detractor,Delivery delays caused frustration for both team and customers.
7544,9741,Denver,Warehouse,2017-12-02,3,Detractor,Delivery delays caused frustration for both team and customers.
7545,8273,Denver,Customer Service,2017-12-02,9,Promoter,Sales were strong this week and operations ran smoothly.
7546,6279,Huntsville,Warehouse,2014-10-10,4,Detractor,Too much workload and not enough staff during peak hours.
7547,6718,Huntsville,Warehouse,2014-10-10,9,Promoter,Good communication from management and clear goals.
7548,4660,Huntsville,Customer Service,2014-10-10,4,Detractor,Delivery delays caused frustration for both team and customers.
7549,7365,Huntsville,Sales,2014-10-10,10,Promoter,Teamwork was great and customers seemed satisfied.
7550,4653,Houston,Sales,2016-09-05,6,Detractor,We had frequent stockouts and customers were unhappy.
7551,4343,New York City,HR,2014-11-20,9,Promoter,Teamwork was great and customers seemed satisfied.
7552,2813,New York City,Sales,2014-11-20,3,Detractor,Delivery delays caused frustration for both team and customers.
7553,5878,New York City,Sales,2014-11-20,7,Passive,"Some minor issues with systems, but we handled them."
7554,5209,New York City,Warehouse,2014-11-20,6,Detractor,We had frequent stockouts and customers were unhappy.
7555,7388,Philadelphia,Operations,2014-05-10,9,Promoter,Teamwork was great and customers seemed satisfied.
7556,4309,Philadelphia,Warehouse,2014-05-10,4,Detractor,Delivery delays caused frustration for both team and customers.
7557,3557,Columbus,Warehouse,2017-11-27,2,Detractor,Delivery delays caused frustration for both team and customers.
7558,6060,Columbus,Customer Service,2017-11-27,6,Detractor,Too much workload and not enough staff during peak hours.
7559,7814,Long Beach,Customer Service,2014-11-01,5,Detractor,Delivery delays caused frustration for both team and customers.
7560,7511,Long Beach,Operations,2014-11-01,4,Detractor,Delivery delays caused frustration for both team and customers.
7561,2466,Long Beach,Customer Service,2014-11-01,7,Passive,"Some minor issues with systems, but we handled them."
7562,7776,Lancaster,Customer Service,2016-12-30,4,Detractor,Delivery delays caused frustration for both team and customers.
7563,3049,Chicago,Operations,2016-09-03,6,Detractor,We had frequent stockouts and customers were unhappy.
7564,2156,Denver,Operations,2017-10-05,3,Detractor,Too much workload and not enough staff during peak hours.
7565,6726,Seattle,Customer Service,2016-01-30,7,Passive,Workload is manageable but processes could be faster.
7566,7673,Seattle,Operations,2016-01-30,10,Promoter,Good communication from management and clear goals.
