Feedback_ID,Employee_ID,City,Department,Date,Engagement_Score,eNPS_Bucket,Free_Text,Sentiment_Label,Sentiment_Score,Key_Phrases,Topic_Cluster
9176,7027,Kent,HR,6/12/2017,8,Passive,Workload is manageable but processes could be faster.,Negative,0.991133273,"manageable processes faster, workload manageable processes, workload manageable",4
9177,7865,Nashville,Warehouse,3/19/2016,3,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
9178,7871,New York City,Operations,11/14/2016,8,Passive,Workload is manageable but processes could be faster.,Negative,0.991133273,"manageable processes faster, workload manageable processes, workload manageable",4
9179,4520,New York City,Operations,11/14/2016,2,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
9180,9090,Westminster,Customer Service,8/7/2017,1,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
9181,9206,Westminster,Operations,8/7/2017,2,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
9182,3293,Westminster,Warehouse,8/7/2017,6,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
9183,4244,Westminster,HR,8/7/2017,2,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
9184,3438,Westminster,HR,8/7/2017,9,Promoter,Sales were strong this week and operations ran smoothly.,Positive,0.999653578,"sales strong week, sales strong, strong week operations",1
9185,9345,Westminster,Operations,8/7/2017,4,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
9186,6838,Westminster,Sales,8/7/2017,2,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
9187,2239,Westminster,Sales,8/7/2017,10,Promoter,Sales were strong this week and operations ran smoothly.,Positive,0.999653578,"sales strong week, sales strong, strong week operations",1
9188,8441,Allentown,Sales,8/21/2015,4,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
9189,6258,Allentown,Sales,8/21/2015,3,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
9190,7778,Allentown,HR,8/21/2015,6,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9191,6635,Allentown,Warehouse,8/21/2015,8,Passive,"Some minor issues with systems, but we handled them.",Positive,0.992530406,"minor issues systems, issues systems handled, systems handled",2
9192,7919,Allentown,HR,8/21/2015,9,Promoter,Good communication from management and clear goals.,Positive,0.999860883,"good communication management, management clear goals, good communication",2
9193,9014,San Antonio,Customer Service,11/2/2015,9,Promoter,Sales were strong this week and operations ran smoothly.,Positive,0.999653578,"sales strong week, sales strong, strong week operations",1
9194,3551,San Antonio,Sales,11/2/2015,8,Passive,"Overall okay week, nothing special to report.",Negative,0.992971599,"overall okay week, week special report, okay week special",1
9195,7091,Avondale,Customer Service,11/30/2014,4,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
9196,4954,Avondale,Sales,11/30/2014,3,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9197,8007,San Jose,Warehouse,5/10/2014,2,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
9198,6695,San Jose,HR,5/10/2014,10,Promoter,Sales were strong this week and operations ran smoothly.,Positive,0.999653578,"sales strong week, sales strong, strong week operations",1
9199,6341,San Jose,Sales,5/10/2014,6,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9200,7861,San Jose,Customer Service,5/10/2014,3,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
9201,8095,Perth Amboy,Sales,10/17/2016,3,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9202,1162,Perth Amboy,Operations,10/17/2016,7,Passive,Workload is manageable but processes could be faster.,Negative,0.991133273,"manageable processes faster, workload manageable processes, workload manageable",4
9203,2680,New York City,Warehouse,10/30/2016,1,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
9204,3544,New York City,HR,10/30/2016,1,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
9205,2370,Los Angeles,Sales,12/1/2016,9,Promoter,Teamwork was great and customers seemed satisfied.,Positive,0.999787986,"teamwork great customers, teamwork great, great customers satisfied",0
9206,6495,Milford,Customer Service,4/21/2016,7,Passive,"Some minor issues with systems, but we handled them.",Positive,0.992530406,"minor issues systems, issues systems handled, systems handled",2
9207,3553,Milford,Operations,4/21/2016,4,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9208,4510,Bloomington,Sales,8/3/2017,10,Promoter,Good communication from management and clear goals.,Positive,0.999860883,"good communication management, management clear goals, good communication",2
9209,5247,Seattle,Operations,8/3/2017,10,Promoter,Teamwork was great and customers seemed satisfied.,Positive,0.999787986,"teamwork great customers, teamwork great, great customers satisfied",0
9210,2928,Burlington,Customer Service,12/11/2017,7,Passive,"Overall okay week, nothing special to report.",Negative,0.992971599,"overall okay week, week special report, okay week special",1
9211,1446,Burlington,Customer Service,12/11/2017,9,Promoter,Good communication from management and clear goals.,Positive,0.999860883,"good communication management, management clear goals, good communication",2
9212,2682,Roseville,Customer Service,3/14/2015,1,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9213,4418,San Francisco,HR,12/8/2014,8,Passive,Workload is manageable but processes could be faster.,Negative,0.991133273,"manageable processes faster, workload manageable processes, workload manageable",4
9214,2926,San Francisco,Customer Service,12/8/2014,1,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
9215,9931,Philadelphia,Customer Service,9/30/2017,10,Promoter,Teamwork was great and customers seemed satisfied.,Positive,0.999787986,"teamwork great customers, teamwork great, great customers satisfied",0
9216,2835,Los Angeles,Operations,11/21/2016,1,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
9217,7330,Odessa,Customer Service,11/24/2017,9,Promoter,Teamwork was great and customers seemed satisfied.,Positive,0.999787986,"teamwork great customers, teamwork great, great customers satisfied",0
9218,7695,Minneapolis,Sales,11/14/2017,7,Passive,Workload is manageable but processes could be faster.,Negative,0.991133273,"manageable processes faster, workload manageable processes, workload manageable",4
9219,9546,Philadelphia,Operations,8/16/2015,2,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
9220,8466,Philadelphia,Sales,8/16/2015,5,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
9221,1195,Lafayette,Warehouse,10/13/2017,5,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9222,3213,Lafayette,Warehouse,10/13/2017,1,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
9223,3457,Lafayette,Sales,10/13/2017,10,Promoter,Good communication from management and clear goals.,Positive,0.999860883,"good communication management, management clear goals, good communication",2
9224,6596,Bryan,HR,11/4/2017,10,Promoter,Good communication from management and clear goals.,Positive,0.999860883,"good communication management, management clear goals, good communication",2
9225,9673,Bryan,Operations,11/4/2017,3,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9226,8429,Bryan,Operations,11/4/2017,4,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9227,1183,Bryan,Warehouse,11/4/2017,7,Passive,"Some minor issues with systems, but we handled them.",Positive,0.992530406,"minor issues systems, issues systems handled, systems handled",2
9228,9499,Los Angeles,HR,3/19/2017,2,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9229,1486,Los Angeles,Operations,11/3/2014,9,Promoter,Teamwork was great and customers seemed satisfied.,Positive,0.999787986,"teamwork great customers, teamwork great, great customers satisfied",0
9230,3502,Los Angeles,Operations,7/23/2017,1,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
9231,9691,Los Angeles,Customer Service,7/23/2017,8,Passive,Workload is manageable but processes could be faster.,Negative,0.991133273,"manageable processes faster, workload manageable processes, workload manageable",4
9232,2364,Phoenix,Sales,12/27/2014,3,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
9233,2742,Los Angeles,Warehouse,9/2/2016,5,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9234,7407,Los Angeles,HR,9/2/2016,9,Promoter,Teamwork was great and customers seemed satisfied.,Positive,0.999787986,"teamwork great customers, teamwork great, great customers satisfied",0
9235,7707,Los Angeles,Customer Service,9/2/2016,9,Promoter,Good communication from management and clear goals.,Positive,0.999860883,"good communication management, management clear goals, good communication",2
9236,5657,Los Angeles,Customer Service,9/2/2016,4,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
9237,9635,Los Angeles,Customer Service,9/2/2016,7,Passive,"Overall okay week, nothing special to report.",Negative,0.992971599,"overall okay week, week special report, okay week special",1
9238,2092,Los Angeles,Customer Service,9/2/2016,9,Promoter,Teamwork was great and customers seemed satisfied.,Positive,0.999787986,"teamwork great customers, teamwork great, great customers satisfied",0
9239,9924,Columbus,Customer Service,2/11/2017,4,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
9240,2937,Tallahassee,Customer Service,10/27/2017,6,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9241,7587,Tallahassee,HR,10/27/2017,8,Passive,"Some minor issues with systems, but we handled them.",Positive,0.992530406,"minor issues systems, issues systems handled, systems handled",2
9242,7162,Tallahassee,Customer Service,10/27/2017,10,Promoter,Teamwork was great and customers seemed satisfied.,Positive,0.999787986,"teamwork great customers, teamwork great, great customers satisfied",0
9243,4316,San Francisco,Sales,7/9/2014,4,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9244,9840,San Francisco,Warehouse,7/9/2014,7,Passive,"Overall okay week, nothing special to report.",Negative,0.992971599,"overall okay week, week special report, okay week special",1
9245,9546,San Francisco,HR,7/9/2014,5,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
9246,6340,San Francisco,Customer Service,7/9/2014,8,Passive,"Some minor issues with systems, but we handled them.",Positive,0.992530406,"minor issues systems, issues systems handled, systems handled",2
9247,4019,San Francisco,Warehouse,5/22/2017,7,Passive,"Overall okay week, nothing special to report.",Negative,0.992971599,"overall okay week, week special report, okay week special",1
9248,9486,San Francisco,Customer Service,5/22/2017,3,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
9249,1915,New York City,Sales,11/10/2016,9,Promoter,Sales were strong this week and operations ran smoothly.,Positive,0.999653578,"sales strong week, sales strong, strong week operations",1
9250,3514,New York City,Customer Service,11/10/2016,8,Passive,"Overall okay week, nothing special to report.",Negative,0.992971599,"overall okay week, week special report, okay week special",1
9251,1658,Marion,Warehouse,12/2/2016,3,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
9252,5314,Los Angeles,Operations,3/2/2017,1,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9253,1371,Pine Bluff,Sales,9/23/2017,10,Promoter,Teamwork was great and customers seemed satisfied.,Positive,0.999787986,"teamwork great customers, teamwork great, great customers satisfied",0
9254,1447,Pine Bluff,Operations,9/23/2017,2,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
9255,9843,Columbia,Operations,2/11/2014,6,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
9256,6583,Columbia,Customer Service,2/11/2014,6,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
9257,2224,Columbia,Customer Service,2/11/2014,4,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
9258,7722,Columbia,Customer Service,2/11/2014,5,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9259,4208,Columbia,Operations,2/11/2014,6,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
9260,3808,Columbia,Customer Service,2/11/2014,9,Promoter,Sales were strong this week and operations ran smoothly.,Positive,0.999653578,"sales strong week, sales strong, strong week operations",1
9261,8108,Aberdeen,Operations,11/11/2017,2,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
9262,4691,Seattle,HR,9/2/2017,3,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
9263,4944,Detroit,Sales,10/9/2015,10,Promoter,Teamwork was great and customers seemed satisfied.,Positive,0.999787986,"teamwork great customers, teamwork great, great customers satisfied",0
9264,4685,Detroit,Sales,10/9/2015,6,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
9265,7171,Memphis,HR,11/24/2017,3,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
9266,7586,Memphis,Customer Service,11/24/2017,9,Promoter,Good communication from management and clear goals.,Positive,0.999860883,"good communication management, management clear goals, good communication",2
9267,1923,North Las Vegas,Warehouse,2/8/2014,7,Passive,"Overall okay week, nothing special to report.",Negative,0.992971599,"overall okay week, week special report, okay week special",1
9268,9175,Freeport,Warehouse,9/25/2015,1,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9269,1465,Freeport,Operations,9/25/2015,6,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
9270,3604,New York City,Operations,8/21/2017,6,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9271,7845,New York City,Operations,8/21/2017,2,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
9272,1633,New York City,Customer Service,5/12/2016,5,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
9273,6650,New York City,Sales,5/12/2016,8,Passive,"Overall okay week, nothing special to report.",Negative,0.992971599,"overall okay week, week special report, okay week special",1
9274,9021,Henderson,Customer Service,9/2/2017,5,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
9275,8850,Albuquerque,HR,10/10/2014,7,Passive,"Overall okay week, nothing special to report.",Negative,0.992971599,"overall okay week, week special report, okay week special",1
9276,2936,Delray Beach,Sales,5/26/2016,3,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
9277,1473,Delray Beach,Operations,5/26/2016,5,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9278,3155,Philadelphia,Warehouse,12/1/2017,7,Passive,Workload is manageable but processes could be faster.,Negative,0.991133273,"manageable processes faster, workload manageable processes, workload manageable",4
9279,6436,Philadelphia,Operations,12/1/2017,4,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9280,1849,Philadelphia,Operations,12/1/2017,9,Promoter,Good communication from management and clear goals.,Positive,0.999860883,"good communication management, management clear goals, good communication",2
9281,9949,Seattle,Sales,9/20/2016,5,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9282,8574,Richmond,Warehouse,9/11/2017,6,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
9283,3327,West Palm Beach,Operations,12/30/2016,10,Promoter,Good communication from management and clear goals.,Positive,0.999860883,"good communication management, management clear goals, good communication",2
9284,6265,Fort Collins,Warehouse,9/2/2017,1,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9285,6644,Franklin,Warehouse,11/18/2014,9,Promoter,Teamwork was great and customers seemed satisfied.,Positive,0.999787986,"teamwork great customers, teamwork great, great customers satisfied",0
9286,5716,Monroe,Operations,11/21/2015,4,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
9287,4702,Dallas,Customer Service,6/19/2017,6,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
9288,3469,Dallas,Customer Service,6/19/2017,10,Promoter,Sales were strong this week and operations ran smoothly.,Positive,0.999653578,"sales strong week, sales strong, strong week operations",1
9289,9333,Philadelphia,Operations,11/30/2017,10,Promoter,Good communication from management and clear goals.,Positive,0.999860883,"good communication management, management clear goals, good communication",2
9290,1200,San Francisco,Operations,4/23/2014,8,Passive,"Overall okay week, nothing special to report.",Negative,0.992971599,"overall okay week, week special report, okay week special",1
9291,8772,Dover,Sales,9/23/2014,8,Passive,"Some minor issues with systems, but we handled them.",Positive,0.992530406,"minor issues systems, issues systems handled, systems handled",2
9292,1968,Dover,Sales,9/23/2014,2,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9293,3501,Waco,Sales,3/2/2017,2,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9294,1543,Hagerstown,Operations,11/17/2017,2,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9295,7249,Cleveland,Sales,5/28/2017,3,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9296,3573,Cleveland,Sales,5/28/2017,4,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
9297,5829,Mcallen,Warehouse,4/18/2015,6,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
9298,6589,Mcallen,HR,4/18/2015,1,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
9299,6669,Mcallen,Warehouse,4/18/2015,3,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9300,3821,Mcallen,Warehouse,4/18/2015,1,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
9301,7012,Mcallen,Customer Service,4/18/2015,4,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
9302,9287,Mcallen,Warehouse,4/18/2015,10,Promoter,Teamwork was great and customers seemed satisfied.,Positive,0.999787986,"teamwork great customers, teamwork great, great customers satisfied",0
9303,8011,Mcallen,Operations,4/18/2015,6,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9304,9296,Mcallen,Warehouse,4/18/2015,2,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
9305,5198,Mcallen,Customer Service,4/18/2015,2,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9306,4675,Santa Fe,Warehouse,9/19/2015,2,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
9307,3681,San Francisco,HR,3/25/2014,4,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
9308,5274,San Francisco,Operations,3/25/2014,7,Passive,Workload is manageable but processes could be faster.,Negative,0.991133273,"manageable processes faster, workload manageable processes, workload manageable",4
9309,8522,San Francisco,HR,3/25/2014,10,Promoter,Sales were strong this week and operations ran smoothly.,Positive,0.999653578,"sales strong week, sales strong, strong week operations",1
9310,4093,San Francisco,HR,3/25/2014,5,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
9311,6619,New York City,Customer Service,8/26/2016,2,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
9312,3470,Dallas,Warehouse,3/6/2017,2,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9313,1666,Dallas,Customer Service,3/6/2017,7,Passive,"Some minor issues with systems, but we handled them.",Positive,0.992530406,"minor issues systems, issues systems handled, systems handled",2
9314,8915,Detroit,Sales,11/11/2015,7,Passive,Workload is manageable but processes could be faster.,Negative,0.991133273,"manageable processes faster, workload manageable processes, workload manageable",4
9315,5159,Detroit,Warehouse,11/11/2015,5,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
9316,6507,Philadelphia,HR,4/5/2016,2,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
9317,2558,Philadelphia,HR,4/5/2016,8,Passive,"Overall okay week, nothing special to report.",Negative,0.992971599,"overall okay week, week special report, okay week special",1
9318,6310,Carrollton,Warehouse,2/21/2017,5,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9319,8320,New York City,Sales,7/20/2017,10,Promoter,Good communication from management and clear goals.,Positive,0.999860883,"good communication management, management clear goals, good communication",2
9320,5891,New York City,Sales,7/20/2017,6,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
9321,5774,New York City,Sales,7/20/2017,6,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
9322,8266,Houston,Sales,11/4/2016,8,Passive,"Some minor issues with systems, but we handled them.",Positive,0.992530406,"minor issues systems, issues systems handled, systems handled",2
9323,4736,Houston,Warehouse,11/4/2016,2,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9324,7113,Los Angeles,Customer Service,9/23/2017,6,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
9325,2322,Los Angeles,Operations,9/23/2017,5,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9326,6332,Los Angeles,Operations,9/23/2017,8,Passive,Workload is manageable but processes could be faster.,Negative,0.991133273,"manageable processes faster, workload manageable processes, workload manageable",4
9327,7345,Edmonds,Sales,9/7/2017,3,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9328,6608,Edmonds,HR,9/7/2017,7,Passive,"Some minor issues with systems, but we handled them.",Positive,0.992530406,"minor issues systems, issues systems handled, systems handled",2
9329,9934,Edmonds,HR,9/7/2017,2,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9330,1005,San Francisco,Sales,11/28/2015,4,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
9331,9737,New York City,Warehouse,11/12/2015,3,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9332,2894,Springfield,Warehouse,9/29/2016,9,Promoter,Good communication from management and clear goals.,Positive,0.999860883,"good communication management, management clear goals, good communication",2
9333,9440,Georgetown,HR,9/11/2017,3,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9334,7051,Georgetown,Sales,9/11/2017,8,Passive,Workload is manageable but processes could be faster.,Negative,0.991133273,"manageable processes faster, workload manageable processes, workload manageable",4
9335,5888,Coral Springs,Customer Service,5/1/2017,2,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9336,7790,Coral Springs,Sales,5/1/2017,4,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
9337,8206,San Francisco,HR,9/16/2017,10,Promoter,Good communication from management and clear goals.,Positive,0.999860883,"good communication management, management clear goals, good communication",2
9338,8133,San Francisco,Operations,10/19/2014,8,Passive,"Some minor issues with systems, but we handled them.",Positive,0.992530406,"minor issues systems, issues systems handled, systems handled",2
9339,3975,San Francisco,Warehouse,10/19/2014,3,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
9340,9176,San Francisco,HR,10/19/2014,6,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
9341,8487,San Francisco,HR,10/19/2014,1,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
9342,8065,San Francisco,Customer Service,10/19/2014,4,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
9343,4554,Riverside,Sales,3/13/2016,3,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
9344,6576,Troy,Operations,2/17/2017,8,Passive,"Overall okay week, nothing special to report.",Negative,0.992971599,"overall okay week, week special report, okay week special",1
