City,Region,Category,Sub_Category,Product_Name,Unnamed:_5,Unnamed:_6,Unnamed:_7,Unnamed:_8,Date,On_Hand,On_Order,Lead_Time_Days,Reorder_Level,Stockout_Flag
New York City,East,Furniture,Tables,Chromcraft Rectangular Conference Tables,,,,,2016-10-16,49,47,8,94,1
Hillsboro,West,Office Supplies,Paper,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",,,,,2017-11-17,155,32,12,51,0
Hillsboro,West,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,,,,,2017-11-17,161,6,9,90,0
New York City,East,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,,,,,2017-11-26,45,2,4,20,0
New York City,East,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",,,,,2017-11-26,186,96,14,31,0
Chicago,Central,Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page",,,,,2017-09-03,173,36,7,88,0
Chicago,Central,Technology,Accessories,Hypercom P1300 Pinpad,,,,,2017-09-03,21,55,12,25,1
New York City,East,Furniture,Furnishings,Magnifier Swing Arm Lamp,,,,,2017-12-05,31,28,7,76,1
New York City,East,Office Supplies,Labels,Self-Adhesive Removable Labels,,,,,2017-12-05,112,49,8,80,0
Pasco,West,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",,,,,2017-11-10,164,75,9,98,0
Pasco,West,Office Supplies,Binders,GBC VeloBinder Manual Binding System,,,,,2017-11-10,60,90,4,90,1
Burbank,West,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,,,,,2014-03-18,61,41,13,76,1
Burbank,West,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,,,,,2014-03-18,154,41,13,23,0
Burbank,West,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,,,,,2014-03-18,15,94,13,95,1
Chicago,Central,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",,,,,2016-11-12,56,14,6,32,0
Lancaster,East,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,,,,,2017-10-26,147,61,8,31,0
Lancaster,East,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",,,,,2017-10-26,10,6,12,41,1
Tampa,South,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,,,,,2015-04-11,23,87,8,22,0
Tampa,South,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",,,,,2015-04-11,11,20,11,37,1
New York City,East,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,,,,,2015-12-25,119,56,11,96,0
New York City,East,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",,,,,2015-12-25,10,37,11,66,1
Los Angeles,West,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",,,,,2017-09-21,191,74,8,76,0
New York City,East,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,,,,,2014-12-20,197,21,4,84,0
New York City,East,Office Supplies,Art,Newell 32,,,,,2015-07-18,75,31,10,71,0
Atlanta,South,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",,,,,2014-07-26,181,32,13,98,0
Atlanta,South,Office Supplies,Labels,Avery 485,,,,,2014-07-26,66,46,10,89,1
Atlanta,South,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",,,,,2014-07-26,172,26,14,52,0
New York City,East,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,,,,,2014-12-26,49,97,12,25,0
Jacksonville,South,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,,,,,2017-12-11,41,10,11,81,1
Jacksonville,South,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,,,,,2017-12-11,70,42,11,64,0
Jacksonville,South,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,,,,,2017-12-11,43,6,2,21,0
Jacksonville,South,Furniture,Chairs,"Global Geo Office Task Chair, Gray",,,,,2017-12-11,10,99,3,68,1
Houston,Central,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,,,,,2014-03-03,58,26,4,98,1
Milwaukee,Central,Office Supplies,Binders,GBC Instant Report Kit,,,,,2017-10-21,58,73,2,27,0
Milwaukee,Central,Office Supplies,Binders,Acco 3-Hole Punch,,,,,2017-10-21,155,96,7,59,0
Modesto,West,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,,,,,2017-11-10,108,81,10,41,0
Lakewood,East,Technology,Phones,Geemarc AmpliPOWER60,,,,,2017-03-16,97,49,9,33,0
Philadelphia,East,Office Supplies,Labels,Avery 476,,,,,2016-09-22,116,23,4,25,0
San Francisco,West,Office Supplies,Paper,Xerox 1947,,,,,2017-02-06,177,91,14,68,0
Detroit,Central,Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines,,,,,2015-12-31,48,93,8,35,0
Phoenix,West,Office Supplies,Art,Newell 310,,,,,2016-10-09,33,95,11,51,1
Phoenix,West,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",,,,,2016-10-09,24,81,2,53,1
Philadelphia,East,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,,,,,2014-12-30,5,92,3,24,1
Philadelphia,East,Furniture,Tables,Hon 5100 Series Wood Tables,,,,,2014-12-30,16,4,7,50,1
Los Angeles,West,Office Supplies,Paper,Xerox 206,,,,,2016-04-12,37,90,6,97,1
Los Angeles,West,Furniture,Chairs,"Global Geo Office Task Chair, Gray",,,,,2016-04-12,13,59,8,66,1
Los Angeles,West,Office Supplies,Binders,Aluminum Screw Posts,,,,,2016-04-12,70,35,7,25,0
Philadelphia,East,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,,,,,2016-11-28,177,31,4,59,0
Philadelphia,East,Office Supplies,Fasteners,Translucent Push Pins by OIC,,,,,2016-11-28,149,59,6,99,0
Philadelphia,East,Office Supplies,Binders,GBC Plasticlear Binding Covers,,,,,2016-11-28,122,46,14,29,0
Philadelphia,East,Office Supplies,Storage,Tennsco Commercial Shelving,,,,,2016-11-28,50,87,2,76,1
Philadelphia,East,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",,,,,2016-11-28,130,62,11,33,0
Miami,South,Office Supplies,Binders,VariCap6 Expandable Binder,,,,,2017-04-15,139,73,4,39,0
Raleigh,South,Office Supplies,Labels,Avery 514,,,,,2015-03-09,172,96,6,54,0
Garden City,Central,Technology,Phones,Digium D40 VoIP phone,,,,,2014-10-28,140,64,13,95,0
Long Beach,West,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,,,,,2017-01-07,144,12,7,54,0
Long Beach,West,Office Supplies,Storage,Tennsco Commercial Shelving,,,,,2017-01-07,10,31,6,88,1
Long Beach,West,Office Supplies,Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,,,,,2017-01-07,69,73,13,27,0
Long Beach,West,Office Supplies,Fasteners,Staples,,,,,2017-01-07,49,4,14,99,1
San Diego,West,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",,,,,2017-08-13,152,12,7,91,0
Bloomington,Central,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,,,,,2017-11-02,135,16,6,95,0
Seattle,West,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",,,,,2014-09-19,52,83,2,33,0
Fayetteville,South,Office Supplies,Art,Newell 347,,,,,2015-05-31,115,64,5,63,0
Omaha,Central,Office Supplies,Storage,"Rogers Jumbo File, Granite",,,,,2016-09-13,110,54,14,74,0
Omaha,Central,Office Supplies,Labels,Avery 49,,,,,2016-09-13,172,48,12,91,0
Omaha,Central,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",,,,,2016-09-13,113,34,2,26,0
Omaha,Central,Office Supplies,Supplies,"Elite 5"" Scissors",,,,,2016-09-13,62,31,8,99,1
Omaha,Central,Office Supplies,Paper,Things To Do Today Pad,,,,,2016-09-13,56,11,4,28,0
Omaha,Central,Office Supplies,Appliances,Harmony Air Purifier,,,,,2016-09-13,53,74,10,89,1
Omaha,Central,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",,,,,2016-09-13,25,85,7,38,1
Omaha,Central,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",,,,,2016-09-13,54,60,10,82,1
Omaha,Central,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",,,,,2016-09-13,146,11,13,62,0
Omaha,Central,Technology,Phones,Mediabridge Sport Armband iPhone 5s,,,,,2016-09-13,86,27,12,51,0
Chattanooga,South,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",,,,,2017-11-29,122,26,8,42,0
Chattanooga,South,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",,,,,2017-11-29,195,63,6,69,0
Fairfield,East,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",,,,,2017-12-04,119,16,4,75,0
Los Angeles,West,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",,,,,2017-05-02,71,71,3,20,0
Los Angeles,West,Office Supplies,Art,Newell 34,,,,,2017-05-02,1,93,11,67,1
Los Angeles,West,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",,,,,2017-05-02,63,43,11,99,1
New York City,East,Furniture,Tables,"Bevis Oval Conference Table, Walnut",,,,,2016-12-25,159,28,9,93,0
New York City,East,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,,,,,2016-12-25,33,50,9,24,0
Fairfield,East,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,,,,,2014-09-30,163,60,10,70,0
Chicago,Central,Office Supplies,Paper,Xerox 1949,,,,,2014-07-12,25,85,14,89,1
Chicago,Central,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",,,,,2014-07-12,183,55,9,70,0
Seattle,West,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",,,,,2016-09-08,105,67,10,20,0
Seattle,West,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",,,,,2016-09-08,9,12,9,45,1
New York City,East,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",,,,,2017-08-06,187,77,7,78,0
Camarillo,West,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",,,,,2015-05-14,26,63,13,67,1
Camarillo,West,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,,,,,2015-05-14,147,57,14,90,0
Camarillo,West,Furniture,Chairs,Novimex Fabric Task Chair,,,,,2015-05-14,11,40,10,65,1
Camarillo,West,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",,,,,2015-05-14,64,7,3,38,0
Chicago,Central,Office Supplies,Labels,Avery File Folder Labels,,,,,2017-01-20,142,22,8,31,0
Los Angeles,West,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,,,,,2016-05-30,88,32,3,86,0
Toledo,East,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,,,,,2014-04-08,60,85,6,44,0
New York City,East,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,,,,,2014-07-23,94,1,6,76,0
Tigard,West,Technology,Phones,LG G3,,,,,2017-05-30,93,63,14,80,0
Tigard,West,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,,,,,2017-05-30,139,15,13,48,0
Tigard,West,Furniture,Furnishings,Tensor Brushed Steel Torchiere Floor Lamp,,,,,2017-05-30,179,72,5,90,0
Philadelphia,East,Furniture,Chairs,SAFCO Arco Folding Chair,,,,,2016-03-13,181,59,3,71,0
Philadelphia,East,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,,,,,2016-03-13,170,34,5,94,0
Philadelphia,East,Technology,Phones,Polycom CX600 IP Phone VoIP phone,,,,,2016-03-13,80,46,5,79,0
Philadelphia,East,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",,,,,2016-03-13,170,72,6,49,0
Philadelphia,East,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,,,,,2016-03-13,133,44,4,94,0
Philadelphia,East,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",,,,,2016-03-13,27,56,10,36,1
Philadelphia,East,Office Supplies,Binders,GBC VeloBind Cover Sets,,,,,2016-03-13,107,45,10,59,0
Philadelphia,East,Office Supplies,Storage,Space Solutions Industrial Galvanized Steel Shelving.,,,,,2016-03-13,43,16,7,49,1
Philadelphia,East,Technology,Machines,Okidata MB491 Multifunction Printer,,,,,2016-03-13,175,38,4,50,0
Philadelphia,East,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,,,,,2017-04-10,112,58,14,34,0
Philadelphia,East,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",,,,,2017-04-10,189,72,10,77,0
Houston,Central,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",,,,,2016-06-25,93,23,13,75,0
Houston,Central,Furniture,Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories,,,,,2016-06-25,31,12,9,51,1
Jackson,South,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",,,,,2014-03-17,108,15,14,95,0
Jackson,South,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",,,,,2014-03-17,7,56,2,76,1
Jackson,South,Office Supplies,Paper,Xerox 1957,,,,,2014-03-17,134,40,11,43,0
Jackson,South,Office Supplies,Paper,EcoTones Memo Sheets,,,,,2014-03-17,149,54,4,58,0
Jackson,South,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,,,,,2014-03-17,68,15,6,97,1
Phoenix,West,Office Supplies,Fasteners,"Super Bands, 12/Pack",,,,,2014-08-09,9,29,11,77,1
Phoenix,West,Office Supplies,Binders,Avery Hole Reinforcements,,,,,2014-08-09,86,25,9,75,0
Oxnard,West,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",,,,,2015-07-26,165,48,14,56,0
Oxnard,West,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,,,,,2015-07-26,46,58,3,43,0
Oxnard,West,Office Supplies,Art,Newell 334,,,,,2015-07-26,77,23,11,34,0
Seattle,West,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,,,,,2014-02-15,52,81,12,57,1
Covington,West,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",,,,,2015-03-24,190,28,13,70,0
Los Angeles,West,Office Supplies,Binders,Acco Translucent Poly Ring Binders,,,,,2017-09-02,123,94,4,37,0
Los Angeles,West,Furniture,Tables,Hon 2111 Invitation Series Straight Table,,,,,2017-09-02,190,65,9,23,0
San Diego,West,Office Supplies,Labels,Avery 51,,,,,2015-11-16,115,8,12,85,0
Brownsville,Central,Office Supplies,Paper,Xerox 195,,,,,2014-12-09,18,25,9,35,1
Brownsville,Central,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",,,,,2014-12-09,70,2,4,91,1
Chicago,Central,Office Supplies,Paper,Xerox 2,,,,,2017-02-03,135,23,12,62,0
Chicago,Central,Office Supplies,Paper,Xerox 1893,,,,,2017-02-03,181,27,13,89,0
Chicago,Central,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,,,,,2017-02-03,178,45,13,56,0
Chicago,Central,Office Supplies,Paper,Xerox 189,,,,,2017-02-03,36,71,11,96,1
Knoxville,South,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",,,,,2017-11-11,121,39,4,37,0
Houston,Central,Office Supplies,Art,Newell Chalk Holder,,,,,2017-09-17,98,62,6,39,0
Houston,Central,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",,,,,2017-09-17,37,29,3,49,1
Houston,Central,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,,,,,2017-09-17,192,4,6,81,0
Houston,Central,Technology,Phones,Polycom VoiceStation 500 Conference phone,,,,,2017-09-17,21,57,13,60,1
Bolingbrook,Central,Technology,Phones,Geemarc AmpliPOWER60,,,,,2017-06-25,0,23,3,97,1
Chicago,Central,Office Supplies,Labels,Avery 498,,,,,2016-07-30,64,92,6,97,1
Chicago,Central,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,,,,,2016-07-30,53,18,6,96,1
Waynesboro,South,Technology,Phones,Konftel 250 Conference phone - Charcoal black,,,,,2015-04-16,169,32,7,88,0
Waynesboro,South,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,,,,,2015-04-16,65,81,4,35,0
Waynesboro,South,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,,,,,2015-04-16,138,39,4,85,0
Waynesboro,South,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,,,,,2015-04-16,24,62,2,56,1
Los Angeles,West,Technology,Copiers,Canon PC-428 Personal Copier,,,,,2015-04-11,136,54,8,68,0
Los Angeles,West,Office Supplies,Paper,Easy-staple paper,,,,,2015-04-11,22,38,6,49,1
Seattle,West,Technology,Accessories,Microsoft Natural Keyboard Elite,,,,,2015-02-27,182,43,6,66,0
Visalia,West,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",,,,,2016-09-08,35,36,12,92,1
Visalia,West,Office Supplies,Paper,Xerox 1900,,,,,2016-09-08,118,3,5,29,0
Visalia,West,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",,,,,2016-09-08,2,97,4,85,1
Los Angeles,West,Office Supplies,Appliances,Staple holder,,,,,2016-05-19,73,72,12,34,0
Los Angeles,West,Furniture,Furnishings,Dax Clear Box Frame,,,,,2017-11-11,137,41,12,36,0
New York City,East,Office Supplies,Paper,Easy-staple paper,,,,,2014-09-15,190,59,6,70,0
New York City,East,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",,,,,2014-09-15,34,69,5,85,1
Philadelphia,East,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,,,,,2015-09-15,67,85,5,45,0
Philadelphia,East,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",,,,,2015-09-15,176,65,3,86,0
Lehi,West,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,,,,,2016-07-01,93,34,8,97,1
Chicago,Central,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",,,,,2016-04-10,140,8,5,85,0
Henderson,South,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,,,,,2014-01-06,173,2,3,84,0
Henderson,South,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,,,,,2014-01-06,159,39,9,36,0
Henderson,South,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,,,,,2014-01-06,7,19,2,80,1
Henderson,South,Technology,Phones,GE 30524EE4,,,,,2014-01-06,108,75,10,42,0
Henderson,South,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,,,,,2014-01-06,38,65,13,99,1
Henderson,South,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",,,,,2014-01-06,38,92,7,76,1
Henderson,South,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,,,,,2014-01-06,148,74,11,44,0
Huntington Beach,West,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,,,,,2016-09-01,59,26,8,78,1
New York City,East,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,,,,,2014-09-23,153,3,4,31,0
Philadelphia,East,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",,,,,2014-12-15,99,26,6,89,0
Fargo,Central,Office Supplies,Art,Staples in misc. colors,,,,,2017-12-28,161,49,4,59,0
Fargo,Central,Office Supplies,Binders,Wilson Jones Impact Binders,,,,,2017-12-28,122,75,11,53,0
Dover,East,Office Supplies,Paper,Xerox 1903,,,,,2015-12-19,43,66,5,99,1
Dover,East,Technology,Accessories,Logitech diNovo Edge Keyboard,,,,,2015-12-19,83,12,5,29,0
Dover,East,Furniture,Tables,Bretford Rectangular Conference Table Tops,,,,,2015-12-19,47,57,5,26,0
San Diego,West,Office Supplies,Paper,Xerox 1996,,,,,2017-11-05,5,6,9,64,1
Los Angeles,West,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",,,,,2015-09-10,134,56,14,87,0
Utica,East,Technology,Phones,iOttie HLCRIO102 Car Mount,,,,,2017-11-16,63,52,13,42,0
Houston,Central,Office Supplies,Paper,Xerox 1953,,,,,2017-09-11,197,51,11,29,0
Houston,Central,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,,,,,2017-09-11,115,77,11,29,0
Houston,Central,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",,,,,2017-09-11,179,38,12,99,0
Westminster,West,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,,,,,2017-07-14,59,31,8,63,1
Westminster,West,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",,,,,2017-07-14,138,53,14,91,0
Westminster,West,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",,,,,2017-07-14,46,37,2,96,1
Westminster,West,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",,,,,2017-07-14,13,54,13,52,1
Westminster,West,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",,,,,2017-07-14,82,13,3,51,0
Westminster,West,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,,,,,2017-07-14,104,65,6,25,0
Westminster,West,Technology,Phones,GE 30524EE4,,,,,2017-07-14,74,90,3,37,0
Los Angeles,West,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,,,,,2017-03-30,147,37,8,65,0
Los Angeles,West,Technology,Phones,AT&T CL83451 4-Handset Telephone,,,,,2017-03-30,151,23,8,49,0
Atlantic City,East,Office Supplies,Envelopes,Staple envelope,,,,,2016-01-31,138,26,14,78,0
Skokie,Central,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",,,,,2017-06-08,133,84,11,44,0
San Francisco,West,Technology,Phones,AT&T CL82213,,,,,2014-11-02,44,29,14,62,1
San Francisco,West,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,,,,,2014-11-02,43,47,4,38,0
Columbus,East,Office Supplies,Paper,Xerox 1950,,,,,2017-07-14,7,89,4,38,1
Columbus,East,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),,,,,2017-07-14,192,94,3,81,0
Columbus,East,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",,,,,2017-07-14,39,83,10,23,0
Columbus,East,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",,,,,2017-07-14,160,96,6,75,0
Columbus,East,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",,,,,2017-07-14,139,30,6,43,0
Columbus,East,Office Supplies,Art,Crayola Colored Pencils,,,,,2017-07-14,189,60,3,25,0
Richmond,South,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",,,,,2017-12-09,97,52,9,34,0
Richmond,South,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,,,,,2017-12-09,82,76,3,69,0
Richmond,South,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",,,,,2017-12-09,6,13,12,39,1
Richmond,South,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,,,,,2017-12-09,117,42,5,92,0
Richmond,South,Office Supplies,Storage,Eldon Gobal File Keepers,,,,,2017-12-09,181,95,7,96,0
Richmond,South,Office Supplies,Labels,Avery 492,,,,,2017-12-09,165,11,8,51,0
Richmond,South,Technology,Copiers,Canon Imageclass D680 Copier / Fax,,,,,2017-12-09,154,86,7,21,0
Lancaster,East,Office Supplies,Binders,Recycled Easel Ring Binders,,,,,2016-09-05,24,73,7,93,1
Lancaster,East,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,,,,,2016-09-05,66,85,7,20,0
Lancaster,East,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",,,,,2016-09-05,116,18,7,20,0
Gresham,West,Office Supplies,Envelopes,Peel & Seel Envelopes,,,,,2014-09-10,118,8,12,44,0
Gresham,West,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,,,,,2014-09-10,23,71,14,88,1
San Francisco,West,Office Supplies,Envelopes,Staple envelope,,,,,2017-09-26,161,68,10,47,0
San Francisco,West,Furniture,Furnishings,Stackable Trays,,,,,2017-09-26,165,20,9,43,0
San Francisco,West,Office Supplies,Paper,Xerox 1895,,,,,2017-09-26,176,23,9,35,0
San Francisco,West,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",,,,,2017-09-26,60,13,9,93,1
San Francisco,West,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,,,,,2017-09-26,129,83,14,41,0
Longmont,West,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",,,,,2016-06-17,24,89,8,55,1
Longmont,West,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",,,,,2016-06-17,94,13,10,51,0
Greenville,South,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",,,,,2017-02-25,24,6,5,56,1
Greenville,South,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",,,,,2017-02-25,41,15,13,26,0
Los Angeles,West,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,,,,,2017-03-31,159,20,8,35,0
Houston,Central,Furniture,Furnishings,Tensor Brushed Steel Torchiere Floor Lamp,,,,,2017-12-03,8,26,10,89,1
San Francisco,West,Office Supplies,Paper,Xerox 1880,,,,,2016-02-19,149,81,9,23,0
Denver,West,Office Supplies,Storage,Letter Size Cart,,,,,2017-12-02,64,58,3,40,0
Denver,West,Office Supplies,Binders,Aluminum Screw Posts,,,,,2017-12-02,59,48,12,41,0
Denver,West,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,,,,,2017-12-02,164,72,13,92,0
Denver,West,Technology,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,,,,,2017-12-02,20,93,12,87,1
Denver,West,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",,,,,2017-12-02,30,60,5,23,0
Denver,West,Technology,Phones,Macally Suction Cup Mount,,,,,2017-12-02,139,55,13,23,0
Denver,West,Furniture,Chairs,Hon GuestStacker Chair,,,,,2017-12-02,74,87,11,20,0
Huntsville,Central,Technology,Phones,Motorola Droid Maxx,,,,,2014-10-10,159,10,11,29,0
Huntsville,Central,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,,,,,2014-10-10,13,19,9,39,1
